"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"10/11/2018","7388.07","7493.21","7274.04","7329.06","3.01%","-0.80%","-1.34%","-5.90%","-3.07%","1","-1.03%"
"10/12/2018","7507.84","7516.69","7368.33","7496.89","2.01%","-0.15%","-1.47%","-4.20%","-2.27%","","-0.50%"
"10/15/2018","7473.33","7500.93","7400.07","7430.74","1.36%","-0.57%","-1.62%","-3.24%","-1.92%","1","-0.57%"
"10/16/2018","7501.78","7658.14","7493.44","7645.49","2.20%","1.92%","-1.48%","-2.02%","0.14%","","-0.01%"
"10/17/2018","7669.26","7670.49","7563.09","7642.70","1.42%","-0.35%","-1.36%","-1.09%","0.31%","1","-0.01%"
"10/18/2018","7616.47","7616.86","7452.46","7485.14","2.21%","-1.72%","-1.41%","-2.20%","-0.04%","1","-0.35%"
"10/19/2018","7530.16","7582.89","7428.30","7449.03","2.08%","-1.08%","-1.48%","-2.15%","-0.11%","1","-0.37%"
"10/22/2018","7486.74","7520.54","7424.74","7468.63","1.29%","-0.24%","-1.48%","-1.93%","-0.67%","","-0.27%"
"10/23/2018","7328.55","7472.58","7260.13","7437.54","2.93%","1.49%","-1.50%","-3.82%","-1.01%","1","-0.29%"
"10/24/2018","7423.21","7435.69","7099.00","7108.40","4.74%","-4.24%","-1.85%","-5.03%","-0.53%","1","-0.97%"
"10/25/2018","7197.49","7364.82","7178.54","7318.34","2.59%","1.68%","-1.86%","-3.63%","-1.13%","","-0.35%"
"10/26/2018","7125.18","7283.32","7057.00","7167.21","3.21%","0.59%","-2.01%","-4.66%","-1.61%","1","-0.63%"
"10/29/2018","7272.42","7295.61","6922.83","7050.29","5.38%","-3.05%","-2.24%","-5.73%","-0.65%","1","-0.79%"
"10/30/2018","7017.87","7166.84","7001.48","7161.65","2.36%","2.05%","-2.25%","-4.26%","-2.00%","","-0.41%"
"10/31/2018","7276.62","7368.49","7270.63","7305.90","1.35%","0.40%","-2.06%","-0.57%","0.77%","","-0.02%"
"11/1/2018","7327.82","7435.88","7286.50","7434.06","2.05%","1.45%","-1.74%","-0.63%","1.41%","","0.28%"
"11/2/2018","7424.02","7466.53","7298.68","7356.99","2.30%","-0.90%","-1.56%","-0.51%","1.77%","1","0.06%"
"11/5/2018","7344.08","7349.23","7255.88","7328.85","1.29%","-0.21%","-1.44%","-1.08%","0.19%","1","-0.02%"
"11/6/2018","7326.07","7400.64","7320.89","7375.96","1.09%","0.68%","-1.27%","-0.29%","0.80%","","0.09%"
"11/7/2018","7446.09","7572.93","7435.87","7570.75","1.84%","1.67%","-0.90%","0.76%","2.61%","","0.52%"
"11/8/2018","7544.17","7566.93","7499.71","7530.88","0.90%","-0.18%","-0.66%","1.28%","2.18%","1","0.34%"
"11/9/2018","7468.51","7474.34","7349.48","7406.90","1.70%","-0.82%","-0.60%","-0.76%","0.93%","1","0.00%"
"11/12/2018","7364.05","7371.09","7193.77","7200.87","2.46%","-2.22%","-0.77%","-2.41%","-0.00%","1","-0.46%"
"11/13/2018","7230.69","7319.12","7182.86","7200.87","1.90%","-0.41%","-0.89%","-2.18%","-0.32%","","-0.39%"
"11/14/2018","7265.39","7285.57","7101.17","7136.39","2.60%","-1.78%","-1.04%","-2.84%","-0.31%","1","-0.47%"
"11/15/2018","7112.83","7274.26","7072.36","7259.03","2.85%","2.06%","-1.01%","-3.12%","-0.36%","","-0.11%"
"11/16/2018","7193.60","7274.86","7171.70","7247.87","1.44%","0.75%","-0.98%","-1.64%","-0.23%","1","-0.12%"
"11/19/2018","7217.24","7224.12","7011.40","7028.48","3.03%","-2.62%","-1.19%","-3.26%","-0.33%","1","-0.60%"
"11/20/2018","6867.43","6994.75","6830.76","6908.82","2.40%","0.60%","-1.47%","-5.01%","-2.73%","1","-0.78%"
"11/21/2018","6985.51","7029.93","6951.62","6972.25","1.13%","-0.19%","-1.59%","-2.84%","-1.74%","","-0.51%"
"11/23/2018","6919.52","6987.89","6919.16","6938.98","0.99%","0.28%","-1.70%","-2.80%","-1.84%","1","-0.50%"
